DateTime,AddedIPs,RemovedIPs
1630015943,460,232
1630050252,462,227
1630051931,28,0
1630055785,38,0
1630073531,248,0
1630077631,1,489
1630095133,463,467
1630097297,482,1
1630111462,449,467
1630120342,448,2
1630129214,478,0
1630146975,494,295
1630153944,474,1
1630164990,466,484
1630178666,437,1
1630212748,477,1804
1630218507,470,460
1630246570,450,965
1630296488,457,919
1630318333,472,971
1630340649,477,453
1630399712,473,466
1630401864,461,0
1630409788,441,444
1630489708,450,1390
1630548736,472,463
1630590250,441,460
1630682655,452,919
1630774338,466,463
1630866251,467,467
1630957455,467,468
1631049372,492,469
1631140586,463,492
1631232730,468,462
1631323928,480,462
1631415619,468,488
1631508503,466,472
1631600650,470,466
1631692094,488,463
1631784010,494,493
1631875456,462,490
1631967851,478,466
1632060507,489,474
1632151704,250,248
1632152187,235,240
1632243386,496,492
1632335778,470,497
1632415448,484,0
1632507372,454,941
1632600518,489,460
1632692668,448,475
1632772571,455,0
1632776184,447,0
1632782665,453,442
1632789272,434,4
1632880814,455,1797
1632973475,461,465
1633065631,475,460
1633158260,479,469
1633249718,468,476
1633341131,472,471
1633433286,464,480
1633525215,441,452
1633617398,478,451
1633708808,472,474
1633800976,456,470
1633892894,488,457
1633985052,468,491
1634077458,450,449
1634170118,454,454
1634262281,471,458
1634355152,250,248
1634355874,238,230
1634446812,250,250
1634447329,239,241
1634539235,250,250
1634539957,242,243
1634630889,250,249
1634631608,239,240
1634723048,250,249
1634723555,227,229
1634814278,250,250
1634814727,236,234
1634906191,463,484
1634998331,473,458
1635090039,485,478
1635181517,250,249
1635182168,242,244
1635241964,1,0
1635269552,457,480
1635361949,472,469
1635454340,465,468
1635546969,454,450
1635638442,487,469
1635732008,462,482
1635823932,448,446
1635915272,460,467
1636007528,467,461
1636099955,482,465
1636193773,476,485
1636285449,482,470
1636378333,470,491
1636470974,471,473
1636563656,489,474
1636632259,470,2
1636724647,463,935
1636817535,474,470
1636910448,448,462
1637001848,466,452
1637093770,468,465
1637153054,471,4
1637244996,461,939
1637335461,458,469
1637427101,465,454
1637518596,470,464
1637610250,470,468
1637701951,475,477
1637794568,467,464
1637887452,471,468
1637979388,470,476
1638071558,475,475
1638163926,458,472
1638256328,468,460
1638348759,472,472
1638441155,477,472
1638533294,471,479
1638624972,465,468
1638715951,249,233
1638716918,217,225
1638808812,249,234
1638810036,229,236
1638901209,250,245
1638901930,226,236
1638992897,249,239
1638993876,231,243
1639085286,250,236
1639086276,237,246
1639127529,1,0
1639177479,478,476
1639269852,471,476
1639360809,475,473
1639452730,490,486
1639544650,483,489
1639637050,480,477
1639728750,475,476
1639821136,472,470
1639913053,470,480
1640005240,480,466
1640098355,479,489
1640190253,477,470
1640259372,468,2
1640351583,465,940
1640443206,467,473
1640535126,467,454
1640627777,463,464
1640720655,468,464
1640763850,466,0
1640856520,462,929
1640948441,480,476
1641040829,476,478
1641133454,455,460
1641226335,457,467
1641237635,398,1
1641279883,452,0
1641297369,443,0
1641308434,328,1
1641400087,434,2045
1641428651,460,1
1641520812,462,922
1641612008,467,461
1641703482,470,469
1641795154,467,468
1641887051,250,244
1641887556,225,236
1641979221,484,478
1642071647,481,484
1642130651,469,1
1642222329,471,942
1642314249,490,482
1642406440,468,472
1642486594,441,2
1642579218,427,901
1642671616,465,432
1642764256,463,463
1642856897,479,476
1642948807,489,488
1643040971,488,491
1643132919,489,482
1643224807,487,492
1643318684,485,482
1643410331,471,483
1643501797,478,473
1643594410,479,477
1643686364,250,242
1643686807,232,239
1643778972,476,479
1643870169,483,479
1643962090,477,477
1644054012,462,475
1644145936,477,463
1644238358,483,486
1644330271,250,246
1644330494,235,239
1644422441,475,477
1644514332,477,478
1644606504,250,245
1644607006,230,227
1644699654,481,488
1644792491,250,244
1644792763,230,232
1644852784,463,0
1644947084,476,940
1645041505,475,475
1645136675,476,481
1645230774,475,472
1645324137,475,478
1645417242,483,475
1645511781,489,494
1645604407,481,486
1645697291,475,477
1645789727,484,473
1645882366,472,477
1645974735,485,480
1646067158,486,487
1646159563,481,480
1646252207,480,485
1646344570,477,477
1646436516,475,475
1646529376,476,471
1646622040,464,466
1646713238,248,243
1646713688,230,235
1646805877,478,481
1646898035,481,479
1646990168,469,477
1647082568,475,468
1647174492,479,477
1647265689,474,476
1647357850,464,467
1647450493,481,481
1647542410,477,477
1647635769,460,465
1647728409,469,464
1647820809,468,469
1647913212,476,468
1648005151,476,474
1648097070,474,481
1648188508,250,242
1648188970,235,233
1648280168,473,486
1648371132,461,475
1648462831,469,460
1648555215,479,473
1648647154,490,481
1648740030,479,491
1648832168,473,467
1648923614,470,465
1649015549,480,483
1649107472,475,479
1649199152,488,481
1649291051,480,483
1649383449,483,483
1649475148,475,474
1649567529,468,473
1649659713,463,467
1649751851,461,459
1649843530,467,467
1649935233,477,474
1650027129,479,473
1650119533,481,481
1650210968,483,494
1650302650,487,485
1650394845,479,475
1650487240,472,481
1650579606,480,470
1650671313,477,476
1650762969,472,474
1650854917,482,480
1650947022,435,486
1650975854,477,1
1650976807,213,1
1650977794,217,2
1650979057,216,4
1650980201,191,6
1650981127,174,7
1650982108,151,12
1650983078,131,9
1650984013,175,3
1650984971,202,3
1651076408,433,2493
1651168570,474,469
1651260521,482,476
1651352416,480,478
1651444572,464,477
1651536012,473,464
